cps_pcode,country_iso_alpha_3_code,country_name,admin_level,admin_level_name,place_name,pcode
COL-23090,COL,Colombia,2,Municipality,Canalete,23090
COL-23162,COL,Colombia,2,Municipality,Cereté,23162
COL-23168,COL,Colombia,2,Municipality,Chimá,23168
COL-23182,COL,Colombia,2,Municipality,Chinú,23182
COL-23189,COL,Colombia,2,Municipality,Ciénaga de Oro,23189
COL-23300,COL,Colombia,2,Municipality,Cotorra,23300
COL-23350,COL,Colombia,2,Municipality,La Apartada,23350
COL-23417,COL,Colombia,2,Municipality,Lorica,23417
COL-23419,COL,Colombia,2,Municipality,Los Córdobas,23419
COL-23464,COL,Colombia,2,Municipality,Momil,23464
COL-23466,COL,Colombia,2,Municipality,Montelíbano,23466
COL-23500,COL,Colombia,2,Municipality,Moñitos,23500
COL-23555,COL,Colombia,2,Municipality,Planeta Rica,23555
COL-23570,COL,Colombia,2,Municipality,Pueblo Nuevo,23570
COL-23574,COL,Colombia,2,Municipality,Puerto Escondido,23574
COL-23580,COL,Colombia,2,Municipality,Puerto Libertador,23580
COL-23586,COL,Colombia,2,Municipality,Purísima,23586
COL-23660,COL,Colombia,2,Municipality,Sahagún,23660
COL-23670,COL,Colombia,2,Municipality,San Andrés Sotavento,23670
COL-23672,COL,Colombia,2,Municipality,San Antero,23672
COL-23675,COL,Colombia,2,Municipality,San Bernardo del Viento,23675
COL-23678,COL,Colombia,2,Municipality,San Carlos,23678
COL-23682,COL,Colombia,2,Municipality,San José de Uré,23682
COL-23686,COL,Colombia,2,Municipality,San Pelayo,23686
COL-23807,COL,Colombia,2,Municipality,Tierralta,23807
COL-23815,COL,Colombia,2,Municipality,Tuchín,23815
COL-23855,COL,Colombia,2,Municipality,Valencia,23855
COL-25001,COL,Colombia,2,Municipality,Agua de Dios,25001
COL-25019,COL,Colombia,2,Municipality,Albán,25019
COL-25035,COL,Colombia,2,Municipality,Anapoima,25035
COL-25040,COL,Colombia,2,Municipality,Anolaima,25040
COL-25053,COL,Colombia,2,Municipality,Arbeláez,25053
COL-25086,COL,Colombia,2,Municipality,Beltrán,25086
COL-25095,COL,Colombia,2,Municipality,Bituima,25095
COL-25099,COL,Colombia,2,Municipality,Bojacá,25099
COL-25120,COL,Colombia,2,Municipality,Cabrera,25120
COL-25123,COL,Colombia,2,Municipality,Cachipay,25123
COL-25126,COL,Colombia,2,Municipality,Cajicá,25126
COL-25148,COL,Colombia,2,Municipality,Caparrapí,25148
COL-25151,COL,Colombia,2,Municipality,Caqueza,25151
COL-25154,COL,Colombia,2,Municipality,Carmen de Carupa,25154
COL-25168,COL,Colombia,2,Municipality,Chaguaní,25168
COL-25175,COL,Colombia,2,Municipality,Chía,25175
COL-25178,COL,Colombia,2,Municipality,Chipaque,25178
COL-25181,COL,Colombia,2,Municipality,Choachí,25181
COL-25183,COL,Colombia,2,Municipality,Chocontá,25183
COL-25200,COL,Colombia,2,Municipality,Cogua,25200
COL-25214,COL,Colombia,2,Municipality,Cota,25214
COL-25224,COL,Colombia,2,Municipality,Cucunubá,25224
COL-25245,COL,Colombia,2,Municipality,El Colegio,25245
COL-25258,COL,Colombia,2,Municipality,El Peñón,25258
COL-25260,COL,Colombia,2,Municipality,El Rosal,25260
COL-25269,COL,Colombia,2,Municipality,Facatativá,25269
COL-25279,COL,Colombia,2,Municipality,Fomeque,25279
COL-25281,COL,Colombia,2,Municipality,Fosca,25281
COL-25286,COL,Colombia,2,Municipality,Funza,25286
COL-25288,COL,Colombia,2,Municipality,Fúquene,25288
COL-25290,COL,Colombia,2,Municipality,Fusagasugá,25290
COL-25293,COL,Colombia,2,Municipality,Gachala,25293
COL-25295,COL,Colombia,2,Municipality,Gachancipá,25295
COL-25297,COL,Colombia,2,Municipality,Gachetá,25297
COL-25299,COL,Colombia,2,Municipality,Gama,25299
COL-25307,COL,Colombia,2,Municipality,Girardot,25307
COL-25312,COL,Colombia,2,Municipality,Granada,25312
COL-25317,COL,Colombia,2,Municipality,Guachetá,25317
COL-25320,COL,Colombia,2,Municipality,Guaduas,25320
COL-25322,COL,Colombia,2,Municipality,Guasca,25322
COL-25324,COL,Colombia,2,Municipality,Guataquí,25324
COL-25326,COL,Colombia,2,Municipality,Guatavita,25326
COL-25328,COL,Colombia,2,Municipality,Guayabal de Siquima,25328
COL-25335,COL,Colombia,2,Municipality,Guayabetal,25335
COL-25339,COL,Colombia,2,Municipality,Gutiérrez,25339
COL-25368,COL,Colombia,2,Municipality,Jerusalén,25368
COL-25372,COL,Colombia,2,Municipality,Junín,25372
COL-25377,COL,Colombia,2,Municipality,La Calera,25377
COL-25386,COL,Colombia,2,Municipality,La Mesa,25386
COL-25394,COL,Colombia,2,Municipality,La Palma,25394
COL-25398,COL,Colombia,2,Municipality,La Peña,25398
COL-25402,COL,Colombia,2,Municipality,La Vega,25402
COL-25407,COL,Colombia,2,Municipality,Lenguazaque,25407
COL-25426,COL,Colombia,2,Municipality,Macheta,25426
COL-25430,COL,Colombia,2,Municipality,Madrid,25430
COL-25436,COL,Colombia,2,Municipality,Manta,25436
COL-25438,COL,Colombia,2,Municipality,Medina,25438
COL-25473,COL,Colombia,2,Municipality,Mosquera,25473
COL-25483,COL,Colombia,2,Municipality,Nariño,25483
COL-25486,COL,Colombia,2,Municipality,Nemocón,25486
COL-25488,COL,Colombia,2,Municipality,Nilo,25488
COL-25489,COL,Colombia,2,Municipality,Nimaima,25489
COL-25491,COL,Colombia,2,Municipality,Nocaima,25491
COL-25506,COL,Colombia,2,Municipality,Venecia,25506
COL-25513,COL,Colombia,2,Municipality,Pacho,25513
COL-25518,COL,Colombia,2,Municipality,Paime,25518
COL-25524,COL,Colombia,2,Municipality,Pandi,25524
COL-25530,COL,Colombia,2,Municipality,Paratebueno,25530
COL-25535,COL,Colombia,2,Municipality,Pasca,25535
COL-25572,COL,Colombia,2,Municipality,Puerto Salgar,25572
COL-25580,COL,Colombia,2,Municipality,Pulí,25580
COL-25592,COL,Colombia,2,Municipality,Quebradanegra,25592
COL-25594,COL,Colombia,2,Municipality,Quetame,25594
COL-25596,COL,Colombia,2,Municipality,Quipile,25596
COL-25599,COL,Colombia,2,Municipality,Apulo,25599
COL-25612,COL,Colombia,2,Municipality,Ricaurte,25612
COL-25645,COL,Colombia,2,Municipality,San Antonio del Tequendama,25645
COL-25649,COL,Colombia,2,Municipality,San Bernardo,25649
COL-25653,COL,Colombia,2,Municipality,San Cayetano,25653
COL-25658,COL,Colombia,2,Municipality,San Francisco,25658
COL-25662,COL,Colombia,2,Municipality,San Juan de Río Seco,25662
COL-25718,COL,Colombia,2,Municipality,Sasaima,25718
COL-25736,COL,Colombia,2,Municipality,Sesquilé,25736
COL-25740,COL,Colombia,2,Municipality,Sibaté,25740
COL-25743,COL,Colombia,2,Municipality,Silvania,25743
COL-25745,COL,Colombia,2,Municipality,Simijaca,25745
COL-25754,COL,Colombia,2,Municipality,Soacha,25754
COL-25758,COL,Colombia,2,Municipality,Sopó,25758
COL-25769,COL,Colombia,2,Municipality,Subachoque,25769
COL-25772,COL,Colombia,2,Municipality,Suesca,25772
COL-25777,COL,Colombia,2,Municipality,Supatá,25777
COL-25779,COL,Colombia,2,Municipality,Susa,25779
COL-25781,COL,Colombia,2,Municipality,Sutatausa,25781
COL-25785,COL,Colombia,2,Municipality,Tabio,25785
COL-25793,COL,Colombia,2,Municipality,Tausa,25793
COL-25797,COL,Colombia,2,Municipality,Tena,25797
COL-25799,COL,Colombia,2,Municipality,Tenjo,25799
COL-25805,COL,Colombia,2,Municipality,Tibacuy,25805
COL-25807,COL,Colombia,2,Municipality,Tibirita,25807
COL-25815,COL,Colombia,2,Municipality,Tocaima,25815
COL-25817,COL,Colombia,2,Municipality,Tocancipá,25817
COL-25823,COL,Colombia,2,Municipality,Topaipí,25823
COL-25839,COL,Colombia,2,Municipality,Ubalá,25839
COL-25841,COL,Colombia,2,Municipality,Ubaque,25841
COL-25843,COL,Colombia,2,Municipality,Villa de San Diego de Ubate,25843
COL-25845,COL,Colombia,2,Municipality,Une,25845
COL-25851,COL,Colombia,2,Municipality,Útica,25851
COL-25862,COL,Colombia,2,Municipality,Vergara,25862
COL-25867,COL,Colombia,2,Municipality,Vianí,25867
COL-25871,COL,Colombia,2,Municipality,Villagómez,25871
COL-25873,COL,Colombia,2,Municipality,Villapinzón,25873
COL-25875,COL,Colombia,2,Municipality,Villeta,25875
COL-25878,COL,Colombia,2,Municipality,Viotá,25878
COL-25885,COL,Colombia,2,Municipality,Yacopí,25885
COL-25898,COL,Colombia,2,Municipality,Zipacón,25898
COL-25899,COL,Colombia,2,Municipality,Zipaquirá,25899
COL-27001,COL,Colombia,2,Municipality,Quibdó,27001
COL-27006,COL,Colombia,2,Municipality,Acandí,27006
COL-27025,COL,Colombia,2,Municipality,Alto Baudo,27025
COL-27050,COL,Colombia,2,Municipality,Atrato,27050
COL-27073,COL,Colombia,2,Municipality,Bagadó,27073
COL-27075,COL,Colombia,2,Municipality,Bahía Solano,27075
COL-27077,COL,Colombia,2,Municipality,Bajo Baudó,27077
COL-27099,COL,Colombia,2,Municipality,Bojaya,27099
COL-27135,COL,Colombia,2,Municipality,El Cantón del San Pablo,27135
COL-27150,COL,Colombia,2,Municipality,Carmen del Darien,27150
COL-27160,COL,Colombia,2,Municipality,Cértegui,27160
COL-27205,COL,Colombia,2,Municipality,Condoto,27205
COL-27245,COL,Colombia,2,Municipality,El Carmen de Atrato,27245
COL-27250,COL,Colombia,2,Municipality,El Litoral del San Juan,27250
COL-27361,COL,Colombia,2,Municipality,Istmina,27361
COL-27372,COL,Colombia,2,Municipality,Juradó,27372
COL-27413,COL,Colombia,2,Municipality,Lloró,27413
COL-27425,COL,Colombia,2,Municipality,Medio Atrato,27425
COL-27430,COL,Colombia,2,Municipality,Medio Baudó,27430
COL-27450,COL,Colombia,2,Municipality,Medio San Juan,27450
COL-27491,COL,Colombia,2,Municipality,Nóvita,27491
COL-27495,COL,Colombia,2,Municipality,Nuquí,27495
COL-27580,COL,Colombia,2,Municipality,Río Iro,27580
COL-27600,COL,Colombia,2,Municipality,Río Quito,27600
COL-27615,COL,Colombia,2,Municipality,Riosucio,27615
COL-27660,COL,Colombia,2,Municipality,San José del Palmar,27660
COL-27745,COL,Colombia,2,Municipality,Sipí,27745
COL-27787,COL,Colombia,2,Municipality,Tadó,27787
COL-27800,COL,Colombia,2,Municipality,Unguía,27800
COL-27810,COL,Colombia,2,Municipality,Unión Panamericana,27810
COL-41001,COL,Colombia,2,Municipality,Neiva,41001
COL-41006,COL,Colombia,2,Municipality,Acevedo,41006
COL-41013,COL,Colombia,2,Municipality,Agrado,41013
COL-41016,COL,Colombia,2,Municipality,Aipe,41016
COL-41020,COL,Colombia,2,Municipality,Algeciras,41020
COL-41026,COL,Colombia,2,Municipality,Altamira,41026
COL-41078,COL,Colombia,2,Municipality,Baraya,41078
COL-41132,COL,Colombia,2,Municipality,Campoalegre,41132
COL-41206,COL,Colombia,2,Municipality,Colombia,41206
COL-41244,COL,Colombia,2,Municipality,Elías,41244
COL-41298,COL,Colombia,2,Municipality,Garzón,41298
COL-41306,COL,Colombia,2,Municipality,Gigante,41306
COL-41319,COL,Colombia,2,Municipality,Guadalupe,41319
COL-41349,COL,Colombia,2,Municipality,Hobo,41349
COL-41357,COL,Colombia,2,Municipality,Iquira,41357
COL-41359,COL,Colombia,2,Municipality,Isnos,41359
COL-41378,COL,Colombia,2,Municipality,La Argentina,41378
COL-41396,COL,Colombia,2,Municipality,La Plata,41396
COL-41483,COL,Colombia,2,Municipality,Nátaga,41483
COL-41503,COL,Colombia,2,Municipality,Oporapa,41503
COL-41518,COL,Colombia,2,Municipality,Paicol,41518
COL-41524,COL,Colombia,2,Municipality,Palermo,41524
COL-41530,COL,Colombia,2,Municipality,Palestina,41530
COL-41548,COL,Colombia,2,Municipality,Pital,41548
COL-41551,COL,Colombia,2,Municipality,Pitalito,41551
COL-41615,COL,Colombia,2,Municipality,Rivera,41615
COL-41660,COL,Colombia,2,Municipality,Saladoblanco,41660
COL-41668,COL,Colombia,2,Municipality,San Agustín,41668
COL-41676,COL,Colombia,2,Municipality,Santa María,41676
COL-41770,COL,Colombia,2,Municipality,Suaza,41770
COL-41791,COL,Colombia,2,Municipality,Tarqui,41791
COL-41797,COL,Colombia,2,Municipality,Tesalia,41797
COL-41799,COL,Colombia,2,Municipality,Tello,41799
COL-41801,COL,Colombia,2,Municipality,Teruel,41801
COL-41807,COL,Colombia,2,Municipality,Timaná,41807
COL-41872,COL,Colombia,2,Municipality,Villavieja,41872
COL-41885,COL,Colombia,2,Municipality,Yaguará,41885
COL-44001,COL,Colombia,2,Municipality,Riohacha,44001
COL-44035,COL,Colombia,2,Municipality,Albania,44035
COL-44078,COL,Colombia,2,Municipality,Barrancas,44078
COL-44090,COL,Colombia,2,Municipality,Dibulla,44090
COL-44098,COL,Colombia,2,Municipality,Distracción,44098
COL-44110,COL,Colombia,2,Municipality,El Molino,44110
COL-44279,COL,Colombia,2,Municipality,Fonseca,44279
COL-44378,COL,Colombia,2,Municipality,Hatonuevo,44378
COL-44420,COL,Colombia,2,Municipality,La Jagua del Pilar,44420
COL-44430,COL,Colombia,2,Municipality,Maicao,44430
COL-44560,COL,Colombia,2,Municipality,Manaure,44560
COL-44650,COL,Colombia,2,Municipality,San Juan del Cesar,44650
COL-44847,COL,Colombia,2,Municipality,Uribia,44847
COL-44855,COL,Colombia,2,Municipality,Urumita,44855
COL-44874,COL,Colombia,2,Municipality,Villanueva,44874
COL-47001,COL,Colombia,2,Municipality,Santa Marta,47001
COL-47030,COL,Colombia,2,Municipality,Algarrobo,47030
COL-47053,COL,Colombia,2,Municipality,Aracataca,47053
COL-47058,COL,Colombia,2,Municipality,Ariguaní,47058
COL-47161,COL,Colombia,2,Municipality,Cerro San Antonio,47161
COL-47170,COL,Colombia,2,Municipality,Chivolo,47170
COL-47189,COL,Colombia,2,Municipality,Ciénaga,47189
COL-47205,COL,Colombia,2,Municipality,Concordia,47205
COL-47245,COL,Colombia,2,Municipality,El Banco,47245
COL-47258,COL,Colombia,2,Municipality,El Piñon,47258
COL-47268,COL,Colombia,2,Municipality,El Retén,47268
COL-47288,COL,Colombia,2,Municipality,Fundación,47288
COL-47318,COL,Colombia,2,Municipality,Guamal,47318
COL-47460,COL,Colombia,2,Municipality,Nueva Granada,47460
COL-47541,COL,Colombia,2,Municipality,Pedraza,47541
COL-47545,COL,Colombia,2,Municipality,Pijiño del Carmen,47545
COL-47551,COL,Colombia,2,Municipality,Pivijay,47551
COL-47555,COL,Colombia,2,Municipality,Plato,47555
COL-47570,COL,Colombia,2,Municipality,Puebloviejo,47570
COL-47605,COL,Colombia,2,Municipality,Remolino,47605
COL-47660,COL,Colombia,2,Municipality,Sabanas de San Angel,47660
COL-47675,COL,Colombia,2,Municipality,Salamina,47675
COL-47692,COL,Colombia,2,Municipality,San Sebastián de Buenavista,47692
COL-47703,COL,Colombia,2,Municipality,San Zenón,47703
COL-47707,COL,Colombia,2,Municipality,Santa Ana,47707
COL-47720,COL,Colombia,2,Municipality,Santa Bárbara de Pinto,47720
COL-47745,COL,Colombia,2,Municipality,Sitionuevo,47745
COL-47798,COL,Colombia,2,Municipality,Tenerife,47798
COL-47960,COL,Colombia,2,Municipality,Zapayán,47960
COL-47980,COL,Colombia,2,Municipality,Zona Bananera,47980
COL-50001,COL,Colombia,2,Municipality,Villavicencio,50001
COL-50006,COL,Colombia,2,Municipality,Acacías,50006
COL-50110,COL,Colombia,2,Municipality,Barranca de Upía,50110
COL-50124,COL,Colombia,2,Municipality,Cabuyaro,50124
COL-50150,COL,Colombia,2,Municipality,Castilla la Nueva,50150
COL-50223,COL,Colombia,2,Municipality,Cubarral,50223
COL-50226,COL,Colombia,2,Municipality,Cumaral,50226
COL-50245,COL,Colombia,2,Municipality,El Calvario,50245
COL-50251,COL,Colombia,2,Municipality,El Castillo,50251
COL-50270,COL,Colombia,2,Municipality,El Dorado,50270
COL-50287,COL,Colombia,2,Municipality,Fuente de Oro,50287
COL-50313,COL,Colombia,2,Municipality,Granada,50313
COL-50318,COL,Colombia,2,Municipality,Guamal,50318
COL-50325,COL,Colombia,2,Municipality,Mapiripán,50325
COL-50330,COL,Colombia,2,Municipality,Mesetas,50330
COL-50350,COL,Colombia,2,Municipality,La Macarena,50350
COL-50370,COL,Colombia,2,Municipality,Uribe,50370
COL-50400,COL,Colombia,2,Municipality,Lejanías,50400
COL-50450,COL,Colombia,2,Municipality,Puerto Concordia,50450
COL-50568,COL,Colombia,2,Municipality,Puerto Gaitán,50568
COL-50573,COL,Colombia,2,Municipality,Puerto López,50573
COL-50577,COL,Colombia,2,Municipality,Puerto Lleras,50577
COL-50590,COL,Colombia,2,Municipality,Puerto Rico,50590
COL-50606,COL,Colombia,2,Municipality,Restrepo,50606
COL-50680,COL,Colombia,2,Municipality,San Carlos de Guaroa,50680
COL-50683,COL,Colombia,2,Municipality,San Juan de Arama,50683
COL-50686,COL,Colombia,2,Municipality,San Juanito,50686
COL-50689,COL,Colombia,2,Municipality,San Martín,50689
COL-50711,COL,Colombia,2,Municipality,Vistahermosa,50711
COL-52001,COL,Colombia,2,Municipality,Pasto,52001
COL-52019,COL,Colombia,2,Municipality,Albán,52019
COL-52022,COL,Colombia,2,Municipality,Aldana,52022
COL-52036,COL,Colombia,2,Municipality,Ancuyá,52036
COL-52051,COL,Colombia,2,Municipality,Arboleda,52051
COL-52079,COL,Colombia,2,Municipality,Barbacoas,52079
COL-52083,COL,Colombia,2,Municipality,Belén,52083
COL-52110,COL,Colombia,2,Municipality,Buesaco,52110
COL-52203,COL,Colombia,2,Municipality,Colón,52203
COL-52207,COL,Colombia,2,Municipality,Consaca,52207
COL-52210,COL,Colombia,2,Municipality,Contadero,52210
COL-52215,COL,Colombia,2,Municipality,Córdoba,52215
COL-52224,COL,Colombia,2,Municipality,Cuaspud,52224
COL-52227,COL,Colombia,2,Municipality,Cumbal,52227
COL-52233,COL,Colombia,2,Municipality,Cumbitara,52233
COL-52240,COL,Colombia,2,Municipality,Chachagüí,52240
COL-52250,COL,Colombia,2,Municipality,El Charco,52250
COL-52254,COL,Colombia,2,Municipality,El Peñol,52254
COL-52256,COL,Colombia,2,Municipality,El Rosario,52256
COL-52258,COL,Colombia,2,Municipality,El Tablón de Gómez,52258
COL-52260,COL,Colombia,2,Municipality,El Tambo,52260
COL-52287,COL,Colombia,2,Municipality,Funes,52287
COL-52317,COL,Colombia,2,Municipality,Guachucal,52317
COL-52320,COL,Colombia,2,Municipality,Guaitarilla,52320
COL-52323,COL,Colombia,2,Municipality,Gualmatán,52323
COL-52352,COL,Colombia,2,Municipality,Iles,52352
COL-52354,COL,Colombia,2,Municipality,Imués,52354
COL-52356,COL,Colombia,2,Municipality,Ipiales,52356
COL-52378,COL,Colombia,2,Municipality,La Cruz,52378
COL-52381,COL,Colombia,2,Municipality,La Florida,52381
COL-52385,COL,Colombia,2,Municipality,La Llanada,52385
COL-52390,COL,Colombia,2,Municipality,La Tola,52390
COL-52399,COL,Colombia,2,Municipality,La Unión,52399
COL-52405,COL,Colombia,2,Municipality,Leiva,52405
COL-52411,COL,Colombia,2,Municipality,Linares,52411
COL-52418,COL,Colombia,2,Municipality,Los Andes,52418
COL-52427,COL,Colombia,2,Municipality,Magüi,52427
COL-52435,COL,Colombia,2,Municipality,Mallama,52435
COL-52473,COL,Colombia,2,Municipality,Mosquera,52473
COL-52480,COL,Colombia,2,Municipality,Nariño,52480
COL-52490,COL,Colombia,2,Municipality,Olaya Herrera,52490
COL-52506,COL,Colombia,2,Municipality,Ospina,52506
COL-52520,COL,Colombia,2,Municipality,Francisco Pizarro,52520
COL-52540,COL,Colombia,2,Municipality,Policarpa,52540
COL-52560,COL,Colombia,2,Municipality,Potosí,52560
COL-52565,COL,Colombia,2,Municipality,Providencia,52565
COL-52573,COL,Colombia,2,Municipality,Puerres,52573
COL-52585,COL,Colombia,2,Municipality,Pupiales,52585
COL-52612,COL,Colombia,2,Municipality,Ricaurte,52612
COL-52621,COL,Colombia,2,Municipality,Roberto Payán,52621
COL-52678,COL,Colombia,2,Municipality,Samaniego,52678
COL-52683,COL,Colombia,2,Municipality,Sandoná,52683
COL-52685,COL,Colombia,2,Municipality,San Bernardo,52685
COL-52687,COL,Colombia,2,Municipality,San Lorenzo,52687
COL-52693,COL,Colombia,2,Municipality,San Pablo,52693
COL-52694,COL,Colombia,2,Municipality,San Pedro de Cartago,52694
COL-52696,COL,Colombia,2,Municipality,Santa Bárbara,52696
COL-52699,COL,Colombia,2,Municipality,Santacruz,52699
COL-52720,COL,Colombia,2,Municipality,Sapuyes,52720
COL-52786,COL,Colombia,2,Municipality,Taminango,52786
COL-52788,COL,Colombia,2,Municipality,Tangua,52788
COL-52835,COL,Colombia,2,Municipality,San Andres de Tumaco,52835
COL-52838,COL,Colombia,2,Municipality,Túquerres,52838
COL-52885,COL,Colombia,2,Municipality,Yacuanquer,52885
COL-54001,COL,Colombia,2,Municipality,Cúcuta,54001
COL-54003,COL,Colombia,2,Municipality,Abrego,54003
COL-54051,COL,Colombia,2,Municipality,Arboledas,54051
COL-54099,COL,Colombia,2,Municipality,Bochalema,54099
COL-54109,COL,Colombia,2,Municipality,Bucarasica,54109
COL-54125,COL,Colombia,2,Municipality,Cácota,54125
COL-54128,COL,Colombia,2,Municipality,Cachirá,54128
COL-54172,COL,Colombia,2,Municipality,Chinácota,54172
COL-54174,COL,Colombia,2,Municipality,Chitagá,54174
COL-54206,COL,Colombia,2,Municipality,Convención,54206
COL-54223,COL,Colombia,2,Municipality,Cucutilla,54223
COL-54239,COL,Colombia,2,Municipality,Durania,54239
COL-54245,COL,Colombia,2,Municipality,El Carmen,54245
COL-54250,COL,Colombia,2,Municipality,El Tarra,54250
COL-54261,COL,Colombia,2,Municipality,El Zulia,54261
COL-54313,COL,Colombia,2,Municipality,Gramalote,54313
COL-54344,COL,Colombia,2,Municipality,Hacarí,54344
COL-54347,COL,Colombia,2,Municipality,Herrán,54347
COL-54377,COL,Colombia,2,Municipality,Labateca,54377
COL-54385,COL,Colombia,2,Municipality,La Esperanza,54385
COL-54398,COL,Colombia,2,Municipality,La Playa,54398
COL-54405,COL,Colombia,2,Municipality,Los Patios,54405
COL-54418,COL,Colombia,2,Municipality,Lourdes,54418
COL-54480,COL,Colombia,2,Municipality,Mutiscua,54480
COL-54498,COL,Colombia,2,Municipality,Ocaña,54498
COL-54518,COL,Colombia,2,Municipality,Pamplona,54518
COL-54520,COL,Colombia,2,Municipality,Pamplonita,54520
COL-54553,COL,Colombia,2,Municipality,Puerto Santander,54553
COL-54599,COL,Colombia,2,Municipality,Ragonvalia,54599
COL-54660,COL,Colombia,2,Municipality,Salazar,54660
COL-54670,COL,Colombia,2,Municipality,San Calixto,54670
COL-54673,COL,Colombia,2,Municipality,San Cayetano,54673
COL-54680,COL,Colombia,2,Municipality,Santiago,54680
COL-54720,COL,Colombia,2,Municipality,Sardinata,54720
COL-54743,COL,Colombia,2,Municipality,Silos,54743
COL-54800,COL,Colombia,2,Municipality,Teorama,54800
COL-54810,COL,Colombia,2,Municipality,Tibú,54810
COL-54820,COL,Colombia,2,Municipality,Toledo,54820
COL-54871,COL,Colombia,2,Municipality,Villa Caro,54871
COL-54874,COL,Colombia,2,Municipality,Villa del Rosario,54874
COL-63001,COL,Colombia,2,Municipality,Armenia,63001
COL-63111,COL,Colombia,2,Municipality,Buenavista,63111
COL-63130,COL,Colombia,2,Municipality,Calarca,63130
COL-63190,COL,Colombia,2,Municipality,Circasia,63190
COL-63212,COL,Colombia,2,Municipality,Córdoba,63212
COL-63272,COL,Colombia,2,Municipality,Filandia,63272
COL-63302,COL,Colombia,2,Municipality,Génova,63302
COL-63401,COL,Colombia,2,Municipality,La Tebaida,63401
COL-63470,COL,Colombia,2,Municipality,Montenegro,63470
COL-63548,COL,Colombia,2,Municipality,Pijao,63548
COL-63594,COL,Colombia,2,Municipality,Quimbaya,63594
COL-63690,COL,Colombia,2,Municipality,Salento,63690
COL-66001,COL,Colombia,2,Municipality,Pereira,66001
COL-66045,COL,Colombia,2,Municipality,Apía,66045
COL-66075,COL,Colombia,2,Municipality,Balboa,66075
COL-66088,COL,Colombia,2,Municipality,Belén de Umbría,66088
COL-66170,COL,Colombia,2,Municipality,Dosquebradas,66170
COL-66318,COL,Colombia,2,Municipality,Guática,66318
COL-66383,COL,Colombia,2,Municipality,La Celia,66383
COL-66400,COL,Colombia,2,Municipality,La Virginia,66400
COL-66440,COL,Colombia,2,Municipality,Marsella,66440
COL-66456,COL,Colombia,2,Municipality,Mistrató,66456
COL-66572,COL,Colombia,2,Municipality,Pueblo Rico,66572
COL-66594,COL,Colombia,2,Municipality,Quinchía,66594
COL-66682,COL,Colombia,2,Municipality,Santa Rosa de Cabal,66682
COL-66687,COL,Colombia,2,Municipality,Santuario,66687
COL-68001,COL,Colombia,2,Municipality,Bucaramanga,68001
COL-68013,COL,Colombia,2,Municipality,Aguada,68013
COL-68020,COL,Colombia,2,Municipality,Albania,68020
COL-68051,COL,Colombia,2,Municipality,Aratoca,68051
COL-68077,COL,Colombia,2,Municipality,Barbosa,68077
COL-68079,COL,Colombia,2,Municipality,Barichara,68079
COL-68081,COL,Colombia,2,Municipality,Barrancabermeja,68081
COL-68092,COL,Colombia,2,Municipality,Betulia,68092
COL-68101,COL,Colombia,2,Municipality,Bolívar,68101
COL-68121,COL,Colombia,2,Municipality,Cabrera,68121
COL-68132,COL,Colombia,2,Municipality,California,68132
COL-68147,COL,Colombia,2,Municipality,Capitanejo,68147
COL-68152,COL,Colombia,2,Municipality,Carcasí,68152
COL-68160,COL,Colombia,2,Municipality,Cepitá,68160
COL-68162,COL,Colombia,2,Municipality,Cerrito,68162
COL-68167,COL,Colombia,2,Municipality,Charalá,68167
COL-68169,COL,Colombia,2,Municipality,Charta,68169
COL-68176,COL,Colombia,2,Municipality,Chima,68176
COL-68179,COL,Colombia,2,Municipality,Chipatá,68179
COL-68190,COL,Colombia,2,Municipality,Cimitarra,68190
COL-68207,COL,Colombia,2,Municipality,Concepción,68207
COL-68209,COL,Colombia,2,Municipality,Confines,68209
COL-68211,COL,Colombia,2,Municipality,Contratación,68211
COL-68217,COL,Colombia,2,Municipality,Coromoro,68217
COL-68229,COL,Colombia,2,Municipality,Curití,68229
COL-68235,COL,Colombia,2,Municipality,El Carmen de Chucurí,68235
COL-68245,COL,Colombia,2,Municipality,El Guacamayo,68245
COL-68250,COL,Colombia,2,Municipality,El Peñón,68250
COL-68255,COL,Colombia,2,Municipality,El Playón,68255
COL-68264,COL,Colombia,2,Municipality,Encino,68264
COL-68266,COL,Colombia,2,Municipality,Enciso,68266
COL-68271,COL,Colombia,2,Municipality,Florián,68271
COL-68276,COL,Colombia,2,Municipality,Floridablanca,68276
COL-68296,COL,Colombia,2,Municipality,Galán,68296
COL-68298,COL,Colombia,2,Municipality,Gambita,68298
COL-68307,COL,Colombia,2,Municipality,Girón,68307
COL-68318,COL,Colombia,2,Municipality,Guaca,68318
COL-68320,COL,Colombia,2,Municipality,Guadalupe,68320
COL-68322,COL,Colombia,2,Municipality,Guapotá,68322
COL-68324,COL,Colombia,2,Municipality,Guavatá,68324
COL-68327,COL,Colombia,2,Municipality,Güepsa,68327
COL-68344,COL,Colombia,2,Municipality,Hato,68344
COL-68368,COL,Colombia,2,Municipality,Jesús María,68368
COL-68370,COL,Colombia,2,Municipality,Jordán,68370
COL-68377,COL,Colombia,2,Municipality,La Belleza,68377
COL-68385,COL,Colombia,2,Municipality,Landázuri,68385
COL-68397,COL,Colombia,2,Municipality,La Paz,68397
COL-68406,COL,Colombia,2,Municipality,Lebríja,68406
